question,domain,topic
"What is a broadcast address in IPv4, and how is it calculated for a given subnet?",Computer Networks,IPv4
What challenges arise when migrating a large enterprise network from IPv4 to IPv6?,Computer Networks,IPv6
"Given the IP address 10.0.5.130/25, identify the subnet it belongs to and its broadcast address.",Computer Networks,Subnetting
Why does a smaller number after the slash in CIDR notation (e.g. /8) represent a larger network than a larger number (e.g. /28)?,Computer Networks,CIDR
What is the difference between intra-domain routing and inter-domain routing?,Computer Networks,Routing
Why would combining static routes with a default route often be a practical design choice for a small business?,Computer Networks,Static Routing
What happens to traffic forwarding while a dynamic routing protocol is still converging after a topology change?,Computer Networks,Dynamic Routing
"What is meant by 'routing loop', and why do both distance vector and link state protocols need mechanisms to avoid it?",Computer Networks,Routing Algorithms
Why does a distance vector router trust information received from a neighbor without independently verifying the entire path?,Computer Networks,Distance Vector Routing
"What is flooding, and why do link state protocols use it to distribute topology information?",Computer Networks,Link State Routing
How does RIPv2 improve upon RIPv1 in terms of supporting subnetting?,Computer Networks,RIP
Why might a network engineer choose OSPF over RIP for a mid-sized corporate network?,Computer Networks,OSPF
"What could cause a 'BGP route leak', and why is it considered a serious Internet routing incident?",Computer Networks,BGP
What is the purpose of the TCP checksum field?,Computer Networks,TCP
What happens to a UDP datagram if it arrives corrupted at the receiver?,Computer Networks,UDP
Why does a video conferencing app tolerate some UDP packet loss but a banking application cannot tolerate TCP data loss?,Computer Networks,TCP vs UDP
What information do the SYN and ACK flags in a TCP segment communicate during connection setup?,Computer Networks,TCP Three-Way Handshake
Why might an application send an RST instead of going through the normal FIN-based termination process?,Computer Networks,TCP Connection Termination
What could happen if TCP had no flow control mechanism at all?,Computer Networks,Flow Control
What is the role of the congestion window (cwnd) in TCP's congestion control mechanism?,Computer Networks,Congestion Control
What is the difference between HTTP/1.1 and HTTP/2 in terms of connection handling?,Computer Networks,HTTP
Why does an e-commerce website need HTTPS specifically during checkout even if browsing the catalog is done over HTTP?,Computer Networks,HTTPS
"A user reports that a website is unreachable, but pinging its IP address directly works fine. What could be wrong?",Computer Networks,DNS
Why is it problematic to have two DHCP servers on the same network segment without coordination?,Computer Networks,DHCP
"What is anonymous FTP, and what security risk can it introduce if misconfigured?",Computer Networks,FTP
What role does SMTP play when an email passes through multiple mail servers before reaching its recipient?,Computer Networks,SMTP
What setting in a POP3 client determines whether a copy of the email is left on the server after download?,Computer Networks,POP3 / IMAP
Why is ICMP considered a network layer protocol even though it is often grouped with TCP and UDP in discussions?,Computer Networks,ICMP
"Why does NAT complicate protocols that embed IP addresses inside their application-layer payload, such as some VoIP protocols?",Computer Networks,NAT
"What is a demilitarized zone (DMZ) in network security, and why do firewalls commonly define one?",Computer Networks,Firewalls
Why does using a VPN typically increase latency slightly compared to a direct connection?,Computer Networks,VPN
What privacy benefit does a forward proxy provide when browsing external websites?,Computer Networks,Proxy Servers
Why can an application bind to a specific port only if no other process is already using it?,Computer Networks,Ports and Sockets
"What is a three-tier architecture, and how does it extend the basic client-server model?",Computer Networks,Client-Server Architecture
Why is encrypting data both in transit and at rest important for network security?,Computer Networks,Network Security
What is the difference between the 2.4 GHz and 5 GHz Wi-Fi bands in terms of range and interference?,Computer Networks,Wi-Fi / Wireless Networks
What is the purpose of checking the physical link light on a network interface card during troubleshooting?,Computer Networks,Network Troubleshooting
What is the function of a gateway device in a network that connects two different types of networks?,Computer Networks,Network Devices
Why do networks use layered architectures instead of a single monolithic design?,Computer Networks,Networking Fundamentals
What is the main disadvantage of a fully connected mesh topology for a network with 100 nodes?,Computer Networks,Network Topologies
Why is the OSI model considered a reference model rather than a model that is directly implemented in real networks?,Computer Networks,OSI Model
Why is understanding the TCP/IP model's layering important when configuring a firewall rule?,Computer Networks,TCP/IP Model
What is the difference between twisted pair cable and coaxial cable in terms of interference resistance?,Computer Networks,Physical Layer
"What is the purpose of a MAC address table maintained by a switch, and how is it built?",Computer Networks,Data Link Layer
What is the difference between how the Network layer handles addressing in IPv4 versus IPv6?,Computer Networks,Network Layer
What does it mean for the Transport layer to provide 'segmentation' of application data?,Computer Networks,Transport Layer
Why did Ethernet largely replace competing LAN technologies like Token Ring?,Computer Networks,Ethernet
Why is MAC address filtering on a Wi-Fi router considered a weak security control?,Computer Networks,MAC Address
"What is gratuitous ARP, and in what situation is it typically sent?",Computer Networks,ARP
"What is the difference between an IP address and a hostname, and how are the two related through DNS?",Computer Networks,IP Addressing
"Why is the address range 127.0.0.0/8 reserved, and what is it commonly used for?",Computer Networks,IPv4
How does IPv6 simplify header processing compared to IPv4 to improve router performance?,Computer Networks,IPv6
What is the difference between a subnet mask and a wildcard mask used in routing configuration?,Computer Networks,Subnetting
How does CIDR allow ISPs to allocate address blocks of varying sizes to different customers efficiently?,Computer Networks,CIDR
Why does a router need to examine the destination IP address of every incoming packet?,Computer Networks,Routing
How would you configure a static route to reach a remote network 10.20.0.0/24 through a next-hop router at 192.168.1.1?,Computer Networks,Static Routing
"Why might an organization run two dynamic routing protocols simultaneously, and what mechanism reconciles routes learned from both?",Computer Networks,Dynamic Routing
Why is 'hop count' considered a simplistic metric compared to metrics that factor in bandwidth and delay?,Computer Networks,Routing Algorithms
"What is 'triggered update', and how does it speed up convergence compared to waiting for the next periodic update?",Computer Networks,Distance Vector Routing
Why must every router in a link state network have an identical copy of the link state database to compute correct routes?,Computer Networks,Link State Routing
Why is RIP classified as an Interior Gateway Protocol (IGP) rather than an Exterior Gateway Protocol?,Computer Networks,RIP
"What is the purpose of OSPF's 'backbone area' (Area 0), and why must all other areas connect to it?",Computer Networks,OSPF
"What is a BGP route reflector, and why is it used in large iBGP deployments?",Computer Networks,BGP
Why does TCP buffer incoming data before passing it to the application?,Computer Networks,TCP
"Why does UDP have a smaller header overhead than TCP, and what tradeoff does this represent?",Computer Networks,UDP
A DNS server response exceeds 512 bytes. Why might the resolver switch from UDP to TCP for that particular query?,Computer Networks,TCP vs UDP
How does the initial sequence number exchanged during the handshake contribute to connection security?,Computer Networks,TCP Three-Way Handshake
"Why can a TCP connection close differently on each side, with one side able to still send data after the other has finished?",Computer Networks,TCP Connection Termination
How is flow control different when comparing TCP's sliding window with a simpler stop-and-wait protocol?,Computer Networks,Flow Control
Explain how TCP's additive-increase multiplicative-decrease (AIMD) strategy responds to packet loss.,Computer Networks,Congestion Control
"Why is HTTP considered stateless, and how do cookies help applications maintain session state on top of it?",Computer Networks,HTTP
"What is a self-signed certificate, and why do browsers usually warn users about it?",Computer Networks,HTTPS
"What is DNS caching poisoning, and why is it a security concern?",Computer Networks,DNS
"What is DHCP reservation, and why might an administrator use it for a specific device?",Computer Networks,DHCP
Why might a modern application choose SFTP or FTPS instead of plain FTP for transferring sensitive files?,Computer Networks,FTP
"What is the purpose of SMTP relay, and why do organizations restrict who can use their mail relay?",Computer Networks,SMTP
"What port numbers do POP3 and IMAP use by default, and how do these change when using encrypted variants?",Computer Networks,POP3 / IMAP
What does an ICMP redirect message indicate to a host?,Computer Networks,ICMP
What is the difference between inside local and inside global addresses in Cisco NAT terminology?,Computer Networks,NAT
How does a next-generation firewall differ from a traditional packet-filtering firewall?,Computer Networks,Firewalls
"What is split tunneling in a VPN configuration, and what security tradeoff does it introduce?",Computer Networks,VPN
Why might an organization deploy a reverse proxy in front of its internal web servers instead of exposing them directly?,Computer Networks,Proxy Servers
Why do most operating systems reserve ports below 1024 for privileged system or administrator use?,Computer Networks,Ports and Sockets
Why might a peer-to-peer file sharing system be more resilient to a single server failure than a client-server system?,Computer Networks,Client-Server Architecture
"What is social engineering, and why is it considered a network security threat even though it does not exploit a technical flaw?",Computer Networks,Network Security
Why can too many overlapping wireless access points on the same channel degrade network performance?,Computer Networks,Wi-Fi / Wireless Networks
A newly added device cannot obtain an IP address automatically. What steps would you take to diagnose the DHCP issue?,Computer Networks,Network Troubleshooting
What is the role of a wireless access point in bridging a wired network to wireless clients?,Computer Networks,Network Devices
What is meant by 'network topology' and why does the choice of topology matter for a company?,Computer Networks,Networking Fundamentals
Why do data center networks often use a partial mesh rather than a full mesh topology?,Computer Networks,Network Topologies
Why does troubleshooting a network problem often start at the Physical layer and move upward?,Computer Networks,OSI Model
"Why does the Internet, despite being designed around the TCP/IP model, still reference the OSI model in professional certifications and documentation?",Computer Networks,TCP/IP Model
Why does a fiber optic connection typically have lower latency over long distances compared to satellite links?,Computer Networks,Physical Layer
Explain how the Data Link layer differs in its addressing scheme from the Network layer.,Computer Networks,Data Link Layer
"Why is IP fragmentation avoided where possible in modern networks, and what feature helps prevent it?",Computer Networks,Network Layer
"What is 'head-of-line blocking', and how can it affect performance in a TCP-based connection carrying multiple streams?",Computer Networks,Transport Layer
"What is Power over Ethernet (PoE), and why is it convenient for devices like IP cameras and access points?",Computer Networks,Ethernet
"Why does changing (spoofing) a device's MAC address not change its IP address, and what could an attacker gain by spoofing it?",Computer Networks,MAC Address
Why does an ARP request use a broadcast frame rather than a unicast frame?,Computer Networks,ARP
Why does assigning a duplicate static IP address to two devices on the same network cause connectivity problems for both?,Computer Networks,IP Addressing
What issue arises when an organization runs out of available public IPv4 addresses for new servers?,Computer Networks,IPv4
"What is dual-stack networking, and why do many networks use it during the IPv4-to-IPv6 transition?",Computer Networks,IPv6
"If a host has the address 192.168.5.70 with subnet mask 255.255.255.192, what is the range of valid host addresses in its subnet?",Computer Networks,Subnetting
Why would an ISP prefer to advertise a single /16 CIDR block rather than 256 separate /24 blocks?,Computer Networks,CIDR
"What is a routing metric, and how might hop count differ from bandwidth as a chosen metric?",Computer Networks,Routing
What happens to traffic to a destination if its only static route is removed and no dynamic routing protocol or default route exists?,Computer Networks,Static Routing
"Why do administrators sometimes prefer a hybrid approach, using dynamic routing for the core network and static routes for stub networks?",Computer Networks,Dynamic Routing
"Why do routing algorithms need a way to detect and adapt to link failures rather than relying on a static, pre-computed path forever?",Computer Networks,Routing Algorithms
Why does a distance vector protocol typically take longer to detect a far-away link failure compared to one close to the reporting router?,Computer Networks,Distance Vector Routing
"What is the purpose of 'sequence numbers' on Link State Advertisements, and how do they prevent outdated information from being reused?",Computer Networks,Link State Routing
"Why is RIP still sometimes used today despite its limitations, particularly in very small or legacy networks?",Computer Networks,RIP
Why would two OSPF routers fail to form a neighbor adjacency even though they are physically connected?,Computer Networks,OSPF
Why is BGP described as a 'policy-based' protocol rather than one that simply finds the mathematically shortest path?,Computer Networks,BGP
"What is meant by 'TCP segment', and how does it differ from an IP packet?",Computer Networks,TCP
"Why is UDP well suited for DHCP and DNS, which involve small, quick request-response exchanges?",Computer Networks,UDP
"During a packet capture, you notice a client sends SYN but never receives a SYN-ACK. What are two possible explanations?",Computer Networks,TCP Three-Way Handshake
Why might a network with many competing TCP flows experience 'global synchronization' of congestion window reductions?,Computer Networks,Congestion Control
What is the difference between HTTP caching headers and how they reduce redundant network requests?,Computer Networks,HTTP
Why do search engines rank HTTPS websites more favorably than HTTP-only websites?,Computer Networks,HTTPS
What is the role of a root DNS server in the overall DNS hierarchy?,Computer Networks,DNS
What is the purpose of the DHCP 'Decline' message a client might send back to the server?,Computer Networks,DHCP
Why does a firewall administrator sometimes allow ICMP Echo Request from specific trusted networks but block it from the public Internet?,Computer Networks,ICMP
"Why is NAT sometimes described as providing a side benefit of security, even though it was originally designed to conserve addresses?",Computer Networks,NAT
"What is an access control list (ACL), and how does a router use it similarly to a basic firewall?",Computer Networks,Firewalls
Why do some streaming services attempt to detect and block VPN traffic?,Computer Networks,VPN
How does a transparent proxy differ from a proxy that requires explicit client configuration?,Computer Networks,Proxy Servers
Why must a client typically use a randomly assigned ephemeral port when initiating an outbound TCP connection?,Computer Networks,Ports and Sockets
What is the role of a session token in maintaining state between a stateless HTTP client and a server across multiple requests?,Computer Networks,Client-Server Architecture
Why is 'defense in depth' considered a best practice in network security design rather than relying on a single control?,Computer Networks,Network Security
"What is WPA3, and what improvement does it offer over WPA2?",Computer Networks,Wi-Fi / Wireless Networks
Why is it useful to isolate whether a problem is local to one device or affects the entire network segment during troubleshooting?,Computer Networks,Network Troubleshooting
Why do enterprise networks typically use managed switches instead of unmanaged switches?,Computer Networks,Network Devices
Explain the difference between a client and a server in a network context.,Computer Networks,Networking Fundamentals
Explain how a tree topology combines the characteristics of star and bus topologies.,Computer Networks,Network Topologies
"What OSI layer is responsible for establishing, managing, and terminating sessions between applications?",Computer Networks,OSI Model
"What is signal-to-noise ratio, and why does it matter for reliable data transmission?",Computer Networks,Physical Layer
What happens when a switch receives a frame destined for a MAC address not in its table?,Computer Networks,Data Link Layer
Why does traceroute rely on manipulating the TTL field to discover each hop along a path to a destination?,Computer Networks,Network Layer
Why is choosing the right Transport layer protocol (TCP vs UDP) one of the earliest design decisions when building a networked application?,Computer Networks,Transport Layer
"Why does a duplex mismatch between two connected Ethernet devices often lead to poor, inconsistent performance rather than a total link failure?",Computer Networks,Ethernet
Why do virtual machines often have their own distinct MAC addresses even when running on the same physical host?,Computer Networks,MAC Address
"What security feature, such as Dynamic ARP Inspection, do switches use to mitigate ARP spoofing?",Computer Networks,ARP
A host is configured with IP address 169.254.10.5. What does this address range typically indicate about the host's network status?,Computer Networks,IPv4
"What is an IPv6 address written in its shortened form using '::' notation, and what rule governs how many times '::' can appear in one address?",Computer Networks,IPv6
"A network administrator is given the block 192.168.100.0/24 and needs 4 equally sized subnets. What subnet mask should be used, and how many hosts does each subnet support?",Computer Networks,Subnetting
Why does aggregating multiple smaller CIDR blocks into one advertisement reduce the burden on core Internet routers?,Computer Networks,CIDR
"What is asymmetric routing, and why can it sometimes cause problems with stateful firewalls?",Computer Networks,Routing
"What is a stub area in OSPF, and why would a network designer configure one?",Computer Networks,OSPF
"What is prefix hijacking in BGP, and why is it difficult for the wider Internet to detect immediately?",Computer Networks,BGP
"What is the purpose of the urgent pointer field in a TCP header, and how often is it actually used in practice?",Computer Networks,TCP
"What is Explicit Congestion Notification (ECN), and how does it let routers signal congestion without dropping packets?",Computer Networks,Congestion Control
Explain what happens on the network when a browser issues an HTTP request with the 'Connection: keep-alive' header.,Computer Networks,HTTP
"What is certificate pinning, and how does it add an extra layer of trust verification beyond standard HTTPS validation?",Computer Networks,HTTPS
Why does changing a domain's DNS records sometimes take time to propagate across the Internet?,Computer Networks,DNS
"What is the purpose of DHCP option fields, such as those specifying the DNS server or default gateway to assign to clients?",Computer Networks,DHCP
"Why is Path MTU Discovery dependent on ICMP messages, and what happens if those messages are blocked by a firewall along the path?",Computer Networks,ICMP
"In a home network, why can two devices behind the same NAT router both browse the same website simultaneously without conflict?",Computer Networks,NAT
What is the difference between an inbound rule and an outbound rule on a firewall?,Computer Networks,Firewalls
What is the difference between Layer 2 and Layer 3 VPN technologies in terms of what they tunnel?,Computer Networks,VPN
"What is the principle of least privilege, and how does it apply to network access control?",Computer Networks,Network Security
"What is a rogue access point, and why is it considered a security risk in a corporate environment?",Computer Networks,Wi-Fi / Wireless Networks
Why is comparing 'expected behavior' versus 'observed behavior' a useful first step in any network troubleshooting process?,Computer Networks,Network Troubleshooting
"What is a network bridge, and how does its function compare to that of a modern switch?",Computer Networks,Network Devices
"What is meant by network congestion, and what everyday symptom does a user notice when it occurs?",Computer Networks,Networking Fundamentals
"In an interview, you are asked to design the topology for a small 10-person startup office. What would you choose and why?",Computer Networks,Network Topologies
"If a switch fails, which OSI layer of communication is most directly disrupted?",Computer Networks,OSI Model
"What is crosstalk, and why is cable shielding used to reduce it?",Computer Networks,Physical Layer
What is the purpose of the Logical Link Control (LLC) sublayer as opposed to the MAC sublayer?,Computer Networks,Data Link Layer
"Why is an ARP table typically limited to entries within the local subnet only, and not populated with remote hosts?",Computer Networks,ARP
"What does the 'Don't Fragment' flag in an IPv4 header instruct routers to do, and what happens if a packet with this flag exceeds the MTU?",Computer Networks,IPv4
"Why does the widespread adoption of IPv6 reduce, but not eliminate, the need for NAT?",Computer Networks,IPv6
Why does subnetting improve security by allowing traffic isolation between departments in an organization?,Computer Networks,Subnetting
What is the significance of the metric value displayed alongside each entry in a routing table?,Computer Networks,Routing
Why is TCP considered unsuitable for real-time applications despite its reliability?,Computer Networks,TCP
"Why can a poorly performing wireless link be mistaken for network congestion by a TCP sender, leading to unnecessary window shrinkage?",Computer Networks,Congestion Control
What is the difference between an idempotent HTTP method like GET and a non-idempotent one like POST?,Computer Networks,HTTP
"Why does mixed content, where an HTTPS page loads some resources over HTTP, weaken the overall security of the page?",Computer Networks,HTTPS
What is the purpose of a TTL value on a DNS record?,Computer Networks,DNS
Why can NAT cause problems for peer-to-peer applications that require inbound connections initiated from outside the network?,Computer Networks,NAT
Why is 'default deny' considered a safer starting policy for a firewall than 'default allow'?,Computer Networks,Firewalls
"What is the difference between symmetric and asymmetric encryption, and where might each be used in securing network traffic?",Computer Networks,Network Security
Why does moving a wireless router to a central location in a house often improve overall coverage more than increasing transmit power?,Computer Networks,Wi-Fi / Wireless Networks
"Why does restarting a router sometimes resolve connectivity issues, and what underlying problems does this actually fix?",Computer Networks,Network Troubleshooting
What is the difference between a Layer 3 switch and a traditional router in terms of typical use case?,Computer Networks,Network Devices
Why do organizations often maintain both a LAN and a WAN instead of relying on a single network type?,Computer Networks,Networking Fundamentals
"Why is point-to-point topology the simplest form of network connection, and where is it commonly used?",Computer Networks,Network Topologies
"Why does an interviewer often ask candidates to recite the OSI layers, even though most modern engineers work directly with the TCP/IP stack?",Computer Networks,OSI Model
Why do Cat6 cables support higher data rates than Cat5 cables?,Computer Networks,Physical Layer
How does a VLAN operate at the Data Link layer to logically segment a physical switch into multiple broadcast domains?,Computer Networks,Data Link Layer
What would happen on a network if a malicious host responded to every ARP request with its own MAC address?,Computer Networks,ARP
"Why do IPv6 networks typically not need broadcast addresses, relying instead on multicast for similar functionality?",Computer Networks,IPv6
"Given the subnet mask 255.255.255.224, how many usable host addresses are available per subnet?",Computer Networks,Subnetting
"Why can a routing table have multiple possible routes to the same destination, and how does the router choose which one to use?",Computer Networks,Routing
"During a file download, you notice the transfer stalls and then resumes moments later. What TCP mechanism is most likely responsible for this pattern?",Computer Networks,TCP
"What is Random Early Detection (RED), and how do routers use it to proactively manage queue congestion?",Computer Networks,Congestion Control
"Why does a REST API typically rely on HTTP methods like GET, POST, PUT, and DELETE to represent different actions?",Computer Networks,HTTP
Explain the difference between an authoritative DNS server and a DNS resolver.,Computer Networks,DNS
"What is Carrier-Grade NAT (CGNAT), and why have ISPs adopted it given continued IPv4 exhaustion?",Computer Networks,NAT
"What is deep packet inspection, and how does it go beyond basic header-based filtering?",Computer Networks,Firewalls
Why is patch management considered a core part of maintaining network security over time?,Computer Networks,Network Security
"What is the hidden node problem in wireless networks, and how does CSMA/CA attempt to address it using RTS/CTS?",Computer Networks,Wi-Fi / Wireless Networks
Why is documenting a baseline of 'normal' network performance valuable when troubleshooting future issues?,Computer Networks,Network Troubleshooting
"What is a network interface card (NIC), and why does every networked device require at least one?",Computer Networks,Network Devices
What is the difference between a peer-to-peer network and a client-server network in terms of administration?,Computer Networks,Networking Fundamentals
How would corrupted data at the Data Link layer typically be detected before it reaches the Network layer?,Computer Networks,OSI Model
"You are asked to design an addressing scheme for a building with 5 floors, each needing about 25 hosts. How would subnetting help you plan this?",Computer Networks,Subnetting
What does it mean for TCP to provide 'byte-stream' delivery rather than message-based delivery?,Computer Networks,TCP
"Why does a sudden network-wide congestion collapse become more likely as the number of unmanaged, aggressive TCP flows increases?",Computer Networks,Congestion Control
"What is the purpose of the HTTP 'Host' header, and why is it essential for servers hosting multiple websites on one IP address?",Computer Networks,HTTP
"What is a PTR record used for in DNS, and how does it differ from an A record?",Computer Networks,DNS
"What is a zero-day vulnerability, and why is it particularly dangerous from a network defense perspective?",Computer Networks,Network Security
"What is channel bonding in Wi-Fi, and how does it increase available bandwidth at the cost of interference resilience?",Computer Networks,Wi-Fi / Wireless Networks
"What is link aggregation, and why might a data center bond multiple physical Ethernet links together?",Computer Networks,Network Devices
Explain why increasing bandwidth alone does not always fix a slow application.,Computer Networks,Networking Fundamentals
How would a network engineer use the OSI model as a mental checklist while diagnosing 'the network is slow' complaints?,Computer Networks,OSI Model
What is the difference between fixed-length subnet masking (FLSM) and variable-length subnet masking (VLSM)?,Computer Networks,Subnetting
Why might two TCP connections between the same pair of hosts use different port numbers even for the same application?,Computer Networks,TCP
What would you check first if 'nslookup' resolves a domain correctly but the browser still cannot load the site?,Computer Networks,DNS
"What is a honeypot, and how does it help security teams study attacker behavior without risking production systems?",Computer Networks,Network Security
Why is it important for a network administrator to periodically update the firmware on switches and routers?,Computer Networks,Network Devices
"What is meant by 'network scalability', and why is it a concern for a growing startup?",Computer Networks,Networking Fundamentals
A /28 subnet is assigned to a small office. How many usable host addresses does this subnet provide?,Computer Networks,Subnetting
Why might a company run its own internal DNS server in addition to relying on public DNS resolvers?,Computer Networks,DNS
What is the difference between an unmanaged switch and a smart (or web-managed) switch in terms of configurability?,Computer Networks,Network Devices
"An interviewer asks you to explain, in one minute, how data actually travels from your laptop to a website. How would you summarize it?",Computer Networks,Networking Fundamentals
Explain why the first and last addresses in any subnet are reserved and cannot be assigned to hosts.,Computer Networks,Subnetting
"What is a wildcard DNS record, and in what scenario might an organization use one?",Computer Networks,DNS
"What is an operating system, and why does almost every computer need one?",Operating Systems,OS Fundamentals
What are the main functions an operating system performs for a computer system?,Operating Systems,OS Functions
What services does an operating system typically provide to user programs?,Operating Systems,OS Services
"What is a system call, and why can't a user program directly access hardware without one?",Operating Systems,System Calls
"What is the kernel of an operating system, and why is it considered the core of the OS?",Operating Systems,Kernel
What is the difference between user mode and kernel mode in an operating system?,Operating Systems,User Mode / Kernel Mode
"What is a process, and how is it different from a program stored on disk?",Operating Systems,Process Management
List the typical states a process moves through during its lifetime.,Operating Systems,Process States
"What is a Process Control Block (PCB), and why is it essential for process management?",Operating Systems,Process Control Block
"What is the fork() system call used for, and what does it return to the parent and child processes?",Operating Systems,Process Creation
What are the common reasons a process might terminate normally or abnormally?,Operating Systems,Process Termination
"What is a context switch, and why is it necessary in a multitasking operating system?",Operating Systems,Context Switching
"What is a thread, and how does it differ from a process?",Operating Systems,Threads
"What are user-level threads, and how are they managed without kernel involvement?",Operating Systems,User-Level Threads
"What are kernel-level threads, and how does the kernel's involvement change their scheduling?",Operating Systems,Kernel-Level Threads
"What is multithreading, and what performance benefit does it offer on a multicore processor?",Operating Systems,Multithreading
What is the purpose of a CPU scheduler in an operating system?,Operating Systems,CPU Scheduling
How does First-Come-First-Served (FCFS) scheduling decide which process runs next?,Operating Systems,FCFS Scheduling
How does Shortest Job First (SJF) scheduling select the next process to execute?,Operating Systems,SJF Scheduling
"What is Shortest Remaining Time First (SRTF) scheduling, and how does it differ from SJF?",Operating Systems,SRTF Scheduling
"How does Round Robin scheduling work, and what role does the time quantum play?",Operating Systems,Round Robin
How does priority scheduling decide which process to run next?,Operating Systems,Priority Scheduling
"What is multilevel queue scheduling, and why might a system separate processes into different queues?",Operating Systems,Multilevel Queue Scheduling
"What is a multilevel feedback queue, and how does it improve on a simple multilevel queue?",Operating Systems,Multilevel Feedback Queue
Compare FCFS and Round Robin scheduling in terms of responsiveness for interactive users.,Operating Systems,Scheduling Algorithms Comparison
"What is process synchronization, and why is it necessary when multiple processes share resources?",Operating Systems,Synchronization
"What is a race condition, and why does it typically occur in concurrent programs?",Operating Systems,Race Conditions
"What is a critical section, and why must only one process be allowed to execute it at a time?",Operating Systems,Critical Section
"What is a mutex, and how does it enforce mutual exclusion over a shared resource?",Operating Systems,Mutex
"What is a semaphore, and how do the wait() and signal() operations control access to a resource?",Operating Systems,Semaphores
"What is a monitor in the context of process synchronization, and how does it simplify writing correct concurrent code?",Operating Systems,Monitors
Why are classical synchronization problems like producer-consumer and dining philosophers commonly used to teach concurrency concepts?,Operating Systems,Classical Synchronization Problems
"What is the producer-consumer problem, and why does it require synchronization between the two roles?",Operating Systems,Producer-Consumer
"What is the readers-writers problem, and why must writers have exclusive access while readers can share access?",Operating Systems,Readers-Writers
"What is the dining philosophers problem, and what real synchronization issue does it represent?",Operating Systems,Dining Philosophers
"What is a deadlock, and why can it bring a set of processes to a permanent standstill?",Operating Systems,Deadlocks
"What is deadlock prevention, and how does it differ from deadlock avoidance?",Operating Systems,Deadlock Prevention
"What is deadlock avoidance, and what additional information does the OS need compared to deadlock prevention?",Operating Systems,Deadlock Avoidance
"What is the Banker's algorithm, and what problem does it solve?",Operating Systems,Banker's Algorithm
"What is deadlock detection, and how does it differ from prevention and avoidance?",Operating Systems,Deadlock Detection
What options does an operating system have once a deadlock has been detected?,Operating Systems,Deadlock Recovery
What is the role of the memory management unit in an operating system?,Operating Systems,Memory Management
"What is contiguous memory allocation, and why is it simple but prone to fragmentation?",Operating Systems,Contiguous Memory Allocation
"What is paging, and how does it solve the problem of external fragmentation?",Operating Systems,Paging
"What is a page table, and what information does each entry typically store?",Operating Systems,Page Tables
"What is multi-level paging, and why is it used instead of a single flat page table for large address spaces?",Operating Systems,Multi-Level Paging
"What is segmentation, and how does it differ conceptually from paging?",Operating Systems,Segmentation
"What is segmentation with paging, and why do some systems combine the two techniques?",Operating Systems,Segmentation with Paging
"What is virtual memory, and how does it allow a process to use more memory than is physically available?",Operating Systems,Virtual Memory
"What is demand paging, and why does it load pages into memory only when they are needed?",Operating Systems,Demand Paging
"What is a page fault, and what steps does the operating system take to handle one?",Operating Systems,Page Faults
"What is page replacement, and when does the operating system need to invoke a page replacement algorithm?",Operating Systems,Page Replacement
How does the FIFO page replacement algorithm decide which page to evict?,Operating Systems,FIFO Page Replacement
How does the Least Recently Used (LRU) page replacement algorithm decide which page to evict?,Operating Systems,LRU Page Replacement
"What is the optimal page replacement algorithm, and why is it considered a theoretical benchmark rather than a practical algorithm?",Operating Systems,Optimal Page Replacement
"What is thrashing, and why does it cause CPU utilization to drop even though the system is very busy?",Operating Systems,Thrashing
"What is a file system, and what core responsibilities does it have?",Operating Systems,File Systems
"What is file allocation, and why does the OS need a strategy for storing file blocks on disk?",Operating Systems,File Allocation
"What is a directory structure, and why do most modern operating systems use a hierarchical (tree) structure?",Operating Systems,Directory Structure
"What is an inode, and what kind of information does it store about a file?",Operating Systems,Inodes
"What is disk scheduling, and why is it necessary for improving disk I/O performance?",Operating Systems,Disk Scheduling
How does FCFS disk scheduling process incoming disk requests?,Operating Systems,FCFS Disk Scheduling
How does Shortest Seek Time First (SSTF) disk scheduling choose the next request to service?,Operating Systems,SSTF Disk Scheduling
"How does SCAN disk scheduling work, and why is it often called the elevator algorithm?",Operating Systems,SCAN / C-SCAN
What is the role of I/O management within an operating system?,Operating Systems,I/O Management
"What is device management, and why does the OS maintain a device driver for each type of hardware?",Operating Systems,Device Management
"What is buffering, and why does it help smooth out differences in speed between a producer and a consumer of data?",Operating Systems,Buffering / Caching / Spooling
"What is Inter-Process Communication (IPC), and why do processes sometimes need to communicate with each other?",Operating Systems,Inter-Process Communication
"What is a pipe, and how does it allow data to flow between two related processes?",Operating Systems,Pipes
"What is shared memory IPC, and why is it generally faster than message passing?",Operating Systems,Shared Memory
"What is message passing IPC, and how does it differ from shared memory in terms of data exchange?",Operating Systems,Message Passing
"What is a signal in an operating system context, and what purpose does it serve?",Operating Systems,Signals
"Compare pipes, shared memory, and message queues as different IPC mechanisms in terms of typical use case.",Operating Systems,IPC Mechanisms
What is the difference between protection and security in the context of an operating system?,Operating Systems,Protection and Security
"What is access control, and how does an operating system use it to restrict file and resource access?",Operating Systems,Access Control
"What is virtualization, and how does a hypervisor enable multiple operating systems to run on one physical machine?",Operating Systems,Virtualization
"What is a distributed operating system, and how does it differ from a network operating system?",Operating Systems,Distributed Operating Systems
"What is a Real-Time Operating System (RTOS), and how does it differ from a general-purpose operating system?",Operating Systems,Real-Time Operating Systems
Explain the difference between an operating system acting as a resource manager and as an extended machine.,Operating Systems,OS Fundamentals
